Stage,Subject,Outcome,Focus Area,Focus Group,Content Group,Content Point
3,Mathematics,Number and Algebra,Multiplicative relations B,Multiplicative relations B,Use equivalent number sentences involving multiplication and division to find unknown quantities,Identify and use inverse operations to assist with the solution of number sentences
3,Mathematics,Number and Algebra,Multiplicative relations B,Multiplicative relations B,Use equivalent number sentences involving multiplication and division to find unknown quantities,Recognise that division can be recorded using fractions
3,Mathematics,Number and Algebra,Multiplicative relations B,Multiplicative relations B,Represent and describe number patterns formed by multiples,Use a given geometric pattern involving multiples to create a table of values
3,Mathematics,Number and Algebra,Multiplicative relations B,Multiplicative relations B,Represent and describe number patterns formed by multiples,"Describe a pattern formed by multiples in words, in terms of multiplication rather than addition"
3,Mathematics,Number and Algebra,Multiplicative relations B,Multiplicative relations B,Represent and describe number patterns formed by multiples,Determine a rule describing the relationship between the bottom number and the top number in a table (Algebraic reasoning)
3,Mathematics,Number and Algebra,Multiplicative relations B,Multiplicative relations B,Explore the use of brackets and the order of operations to write number sentences,Recognise the need to agree on the order in which to perform operations
3,Mathematics,Number and Algebra,Multiplicative relations B,Multiplicative relations B,Explore the use of brackets and the order of operations to write number sentences,Use grouping symbols () in number sentences to indicate operations that must be performed first
3,Mathematics,Number and Algebra,Multiplicative relations B,Multiplicative relations B,Explore the use of brackets and the order of operations to write number sentences,Investigate the order of operations using real-life contexts
3,Mathematics,Number and Algebra,Multiplicative relations B,Multiplicative relations B,Explore the use of brackets and the order of operations to write number sentences,Solve problems involving grouping symbols
3,Mathematics,Number and Algebra,Representing quantity fractions A,Representing quantity fractions A,Recognise the role of the number 1 as representing the whole,Compare halves and quarters of different sized wholes
3,Mathematics,Number and Algebra,Representing quantity fractions A,Representing quantity fractions A,Recognise the role of the number 1 as representing the whole,Justify the need for fractions to refer to the number 1 as the common whole (Reasons about quantity)
3,Mathematics,Number and Algebra,Representing quantity fractions A,Representing quantity fractions A,Compare and order common unit fractions,Compare unit fractions as numbers to the benchmark value 12
3,Mathematics,Number and Algebra,Representing quantity fractions A,Representing quantity fractions A,Compare and order common unit fractions,"Compare and order unit fractions with denominators of 2, 3, 4, 5, 6, 8 and 10 by placing them on a number line"
3,Mathematics,Number and Algebra,Representing quantity fractions A,Representing quantity fractions A,Solve problems involving addition and subtraction of fractions with the same denominator,"Represent the sum of fractions with the same denominator, recreating the whole, where the result may exceed one"
3,Mathematics,Number and Algebra,Representing quantity fractions A,Representing quantity fractions A,Solve problems involving addition and subtraction of fractions with the same denominator,Find the difference between fractions with the same denominator and interpret the answer
3,Mathematics,Number and Algebra,Representing quantity fractions A,Representing quantity fractions A,Solve problems involving addition and subtraction of fractions with the same denominator,Solve word problems that involve fractions with the same denominator
3,Mathematics,Number and Algebra,Representing quantity fractions A,Representing quantity fractions A,Solve problems involving addition and subtraction of fractions with the same denominator,"Use diagrams, objects and mental strategies to subtract a unit fraction from any whole number including 1 (the complement principle)"
3,Mathematics,Number and Algebra,Representing quantity fractions B,Representing quantity fractions B,Recognise that a fraction can represent a division,Identify how the relationship between the number being divided and the divisor is represented in a fraction
3,Mathematics,Number and Algebra,Representing quantity fractions B,Representing quantity fractions B,Compare common fractions with related denominators,Order common fractions with related denominators using diagrams and number lines
3,Mathematics,Number and Algebra,Representing quantity fractions B,Representing quantity fractions B,Compare common fractions with related denominators,Subdivide the area of a rectangle by both length and width to represent the multiplicative relationship between common fractions
3,Mathematics,Number and Algebra,Representing quantity fractions B,Representing quantity fractions B,Compare common fractions with related denominators,"Compare and represent fractions with denominators of 2, 4 and 8; 3 and 6; 5 and 10 of a whole shape (area model) and a collection of objects (discrete model)"
3,Mathematics,Number and Algebra,Representing quantity fractions B,Representing quantity fractions B,Compare common fractions with related denominators,"Create equivalent fractions for half in quarters, eighths, sixths and tenths by re-dividing the whole, using diagrams and number lines"
3,Mathematics,Number and Algebra,Representing quantity fractions B,Representing quantity fractions B,Compare common fractions with related denominators,"Record equivalent fractions using diagrams, words and fraction notation"
3,Mathematics,Number and Algebra,Representing quantity fractions B,Representing quantity fractions B,Build up to the whole from a given fractional part,"Generate the whole quantity from non-unit fractional parts such as quarters, eighths, thirds, sixths, fifths and tenths (Reversible reasoning)"
3,Mathematics,Number and Algebra,Representing quantity fractions B,Representing quantity fractions B,Use equivalence to add and subtract fractional quantities,Solve word problems involving adding or subtracting fractional quantities with related denominators
3,Mathematics,Number and Algebra,Representing quantity fractions B,Representing quantity fractions B,Use equivalence to add and subtract fractional quantities,Represent fractional quantities with the same or related denominators to add and subtract fractions (Reasons about relations)
3,Mathematics,Number and Algebra,Representing quantity fractions B,Representing quantity fractions B,"Find fractional quantities of whole numbers (halves, quarters, fifths and tenths)","Calculate quarters and fifths of whole numbers that are multiples of the denominator, using a tape diagram"
3,Mathematics,Number and Algebra,Representing quantity fractions B,Representing quantity fractions B,"Find fractional quantities of whole numbers (halves, quarters, fifths and tenths)",Solve word problems involving a fraction of a quantity
3,Mathematics,Number and Algebra,Representing quantity fractions B,Representing quantity fractions B,"Find fractional quantities of whole numbers (halves, quarters, fifths and tenths)","Find 1/2, 1/4, 1/5, and 1/10 of collections, expressing remainders as decimals"
3,Mathematics,Measurement and Space,Geometric measure A,Position,Explore the Cartesian coordinate system,Recognise that the grid-map reference system gives the area of a location and the number plane identifies a specific point
3,Mathematics,Measurement and Space,Geometric measure A,Position,Explore the Cartesian coordinate system,"Identify that in the coordinate system the lines are numbered, not the spaces"
3,Mathematics,Measurement and Space,Geometric measure A,Position,Explore the Cartesian coordinate system,"Identify the point of intersection of the 2 axes as the origin, having coordinates (0, 0)"
3,Mathematics,Measurement and Space,Geometric measure A,Position,Explore the Cartesian coordinate system,"Plot and label points, given coordinates, on the number plane in the first quadrant, describing the horizontal position first, followed by the vertical position"
3,Mathematics,Measurement and Space,Geometric measure A,Position,Explore the Cartesian coordinate system,Identify and record the coordinates of given points on the number plane in the first quadrant
3,Mathematics,Measurement and Space,Geometric measure A,Length,Use metres and kilometres for length and distances,Recognise the need for a formal unit longer than the metre for measuring distance
3,Mathematics,Measurement and Space,Geometric measure A,Length,Use metres and kilometres for length and distances,"Measure 100 metres and recognise that 10 times 100 metres is one kilometre, ie 1000 metres = 1 kilometer"
3,Mathematics,Measurement and Space,Geometric measure A,Length,Use metres and kilometres for length and distances,Estimate lengths and distances using an appropriate unit
3,Mathematics,Measurement and Space,Geometric measure A,Length,Use metres and kilometres for length and distances,Record distances using the abbreviation for kilometres (km)
3,Mathematics,Measurement and Space,Geometric measure A,Length,Use metres and kilometres for length and distances,Use a variety of measuring devices to measure lengths and distances in different contexts
3,Mathematics,Measurement and Space,Geometric measure A,Length,Measure lengths to find perimeters,Use efficient strategies to calculate the perimeter of a large rectangular area in metres
3,Mathematics,Measurement and Space,Geometric measure A,Length,Measure lengths to find perimeters,"Calculate perimeters of common two-dimensional shapes, including squares, rectangles and triangles"
3,Mathematics,Measurement and Space,Geometric measure A,Length,Measure lengths to find perimeters,Determine which side lengths are needed to find the perimeter of a shape (Reasons about relations)
3,Mathematics,Measurement and Space,Geometric measure A,Length,Measure lengths to find perimeters,Recognise that rectangles with the same perimeter may have different dimensions (Spatial reasoning)
3,Mathematics,Measurement and Space,Geometric measure A,Angles,"Estimate, measure and compare angles using degrees","Identify the arms and vertex of an angle where both arms are invisible, such as for rotations"
3,Mathematics,Measurement and Space,Geometric measure A,Angles,"Estimate, measure and compare angles using degrees",Explain how a protractor is formed and used to measure an angle
3,Mathematics,Measurement and Space,Geometric measure A,Angles,"Estimate, measure and compare angles using degrees",Estimate and describe the size of angles using known angles as benchmarks (Reasons about mental rotation)
3,Mathematics,Measurement and Space,Geometric measure A,Angles,"Estimate, measure and compare angles using degrees",Record angle measurements using the symbol for degrees (°)
3,Mathematics,Measurement and Space,Geometric measure A,Angles,"Estimate, measure and compare angles using degrees",Measure angles of up to 360° using a protractor
3,Mathematics,Measurement and Space,Geometric measure A,Angles,Use a protractor to measure and identify types of angles,Create angles of up to 360° using a protractor
3,Mathematics,Measurement and Space,Geometric measure A,Angles,Use a protractor to measure and identify types of angles,"Recognise that a right angle is 90°, a straight angle is 180° and an angle of revolution is 360°"
3,Mathematics,Measurement and Space,Geometric measure A,Angles,Use a protractor to measure and identify types of angles,"Identify and describe angle size in degrees for the classifications acute, obtuse and reflex"
3,Mathematics,Measurement and Space,Geometric measure B,Position,Use the 4 quadrants of the coordinate plane,"Plot and label points, given coordinates, in all 4 quadrants of the number plane"
3,Mathematics,Measurement and Space,Geometric measure B,Position,Use the 4 quadrants of the coordinate plane,Identify and record the coordinates of given points on the number plane in all 4 quadrants
3,Mathematics,Measurement and Space,Geometric measure B,Position,Use the 4 quadrants of the coordinate plane,Describe changes to coordinates when a point is translated or reflected across an axis
3,Mathematics,Measurement and Space,Geometric measure B,Length,Connect decimal representations to the metric system,Recognise the equivalence of whole-number and decimal representations of measurements of length
3,Mathematics,Measurement and Space,Geometric measure B,Length,Connect decimal representations to the metric system,Interpret decimal notation for lengths and distances
3,Mathematics,Measurement and Space,Geometric measure B,Length,Connect decimal representations to the metric system,Record lengths and distances using decimal notation
3,Mathematics,Measurement and Space,Geometric measure B,Length,Convert between common metric units of length,Use decimal place value system to convert between metres and kilometres
3,Mathematics,Measurement and Space,Geometric measure B,Length,Convert between common metric units of length,Convert measurements to the same unit to compare lengths and distances
3,Mathematics,Measurement and Space,Geometric measure B,Length,Convert between common metric units of length,Explain and use the relationship between the size of a unit and the number of units needed
3,Mathematics,Measurement and Space,Geometric measure B,Length,Solve problems involving the comparison of lengths using appropriate units,Investigate and compare perimeters of rectangles with the same area
3,Mathematics,Measurement and Space,Geometric measure B,Length,Solve problems involving the comparison of lengths using appropriate units,Determine the number of different rectangles that can be formed using whole-number dimensions for a given area (Reasons about spatial structure)
3,Mathematics,Measurement and Space,Geometric measure B,Length,Solve problems involving the comparison of lengths using appropriate units,"Solve a variety of problems involving length and perimeter, including problems involving different units of length"
3,Mathematics,Measurement and Space,Geometric measure B,Angles,Investigate angles on a straight line and angles at a point,"Recognise right angles, angles on a straight line and angles at a point embedded in diagrams (Reasons about spatial orientation)"
3,Mathematics,Measurement and Space,Geometric measure B,Angles,Investigate angles on a straight line and angles at a point,Identify the vertex and arms of angles formed by intersecting lines
3,Mathematics,Measurement and Space,Geometric measure B,Angles,Investigate the relationships formed by the intersection of straight lines,"Identify angle types formed by the intersection of straight lines, including right angles (90°), angles on a straight line (add to 180°) and angles at a point that form an angle of revolution (add to 360°)"
3,Mathematics,Measurement and Space,Geometric measure B,Angles,Investigate the relationships formed by the intersection of straight lines,Recognise that perpendicular lines intersect at right angles (90°)
3,Mathematics,Measurement and Space,Geometric measure B,Angles,Investigate the relationships formed by the intersection of straight lines,Investigate adjacent angles that form a right angle and establish that they add to 90°
3,Mathematics,Measurement and Space,Geometric measure B,Angles,Investigate the relationships formed by the intersection of straight lines,Investigate adjacent angles on a straight line and establish that they add to 180°
3,Mathematics,Measurement and Space,Geometric measure B,Angles,Investigate the relationships formed by the intersection of straight lines,Investigate angles at a point and establish that they form an angle of revolution and add to 360°
3,Mathematics,Measurement and Space,Two-dimensional spatial structure A,2D shapes,Classify two-dimensional shapes and describe their properties,"Identify and classify triangles as equilateral, isosceles or scalene triangles"
3,Mathematics,Measurement and Space,Two-dimensional spatial structure A,2D shapes,Classify two-dimensional shapes and describe their properties,Recognise that triangles and quadrilaterals can be classified in more than one way (Reasons about spatial relations)
3,Mathematics,Measurement and Space,Two-dimensional spatial structure A,2D shapes,Classify two-dimensional shapes and describe their properties,Compare side and angle properties of triangles and quadrilaterals using measurement and symmetry
3,Mathematics,Measurement and Space,Two-dimensional spatial structure A,2D shapes,Classify two-dimensional shapes and describe their properties,Investigate the symmetry properties (line and rotational) of quadrilaterals
3,Mathematics,Measurement and Space,Two-dimensional spatial structure A,2D shapes,Classify two-dimensional shapes and describe their properties,Identify regular and irregular polygons
3,Mathematics,Measurement and Space,Two-dimensional spatial structure A,Area,Use hectares and square kilometres as units of measurement for area,Recognise the need for formal units larger than the square metre
3,Mathematics,Measurement and Space,Two-dimensional spatial structure A,Area,Use hectares and square kilometres as units of measurement for area,Identify situations where square kilometres and hectares are used for measuring area
3,Mathematics,Measurement and Space,Two-dimensional spatial structure A,Area,Use hectares and square kilometres as units of measurement for area,"Equate one hectare to the area of a square with side lengths of 100 m, ie 10 000 square metres = 1 hectare (ha)"
3,Mathematics,Measurement and Space,Two-dimensional spatial structure A,Area,Use hectares and square kilometres as units of measurement for area,Record areas using square kilometres and hectares
3,Mathematics,Measurement and Space,Two-dimensional spatial structure A,Area,Calculate the areas of rectangles using familiar metric units,Recognise the importance of using the same units of length on the sides of rectangles to create ‘square units’
3,Mathematics,Measurement and Space,Two-dimensional spatial structure A,Area,Calculate the areas of rectangles using familiar metric units,"Establish the relationship between the lengths, widths and areas of rectangles"
3,Mathematics,Measurement and Space,Two-dimensional spatial structure A,Area,Calculate the areas of rectangles using familiar metric units,"Record, using words, the method for finding the area of any rectangle"
3,Mathematics,Measurement and Space,Two-dimensional spatial structure A,Area,Calculate the areas of rectangles using familiar metric units,"Calculate areas of rectangles in square centimetres (cm2), square metres (m2) and square kilometres (km2)"
3,Mathematics,Measurement and Space,Two-dimensional spatial structure A,Area,Calculate the areas of rectangles using familiar metric units,Recognise that rectangles with the same area may have different dimensions
3,Mathematics,Measurement and Space,Two-dimensional spatial structure A,Area,Calculate the areas of rectangles using familiar metric units,Investigate and compare the areas of rectangles that have the same perimeter
3,Mathematics,Measurement and Space,Two-dimensional spatial structure B,2D shapes,"Dissect two-dimensional shapes and rearrange them using translations, reflections and rotations","Use the terms translate, reflect and rotate to describe transformations of two-dimensional shapes"
3,Mathematics,Measurement and Space,Two-dimensional spatial structure B,2D shapes,"Dissect two-dimensional shapes and rearrange them using translations, reflections and rotations",Dissect and rearrange one shape to make another
3,Mathematics,Measurement and Space,Two-dimensional spatial structure B,2D shapes,"Dissect two-dimensional shapes and rearrange them using translations, reflections and rotations","Recognise that translations, reflections or rotations change the position and orientation but not the size of shapes (Reasons about spatial orientation)"
3,Mathematics,Measurement and Space,Two-dimensional spatial structure B,Area,Find the area of composite figures,Find different ways to calculate the area of a composite L-shape figure
3,Mathematics,Measurement and Space,Two-dimensional spatial structure B,Area,Calculate the area of a parallelogram using subdivision and rearrangement,Show how to transform a parallelogram into a rectangle to find its area
3,Mathematics,Measurement and Space,Two-dimensional spatial structure B,Area,Calculate the area of a parallelogram using subdivision and rearrangement,"Record, using words, a method for finding the area of any parallelogram"
3,Mathematics,Measurement and Space,Two-dimensional spatial structure B,Area,Determine the area of a triangle,Investigate the area of a triangle by comparing it to the area of a parallelogram with the same base length and height
3,Mathematics,Measurement and Space,Two-dimensional spatial structure B,Area,Determine the area of a triangle,Establish the relationship between the area of a triangle and the area of a parallelogram formed by duplicating and rotating the triangle
3,Mathematics,Measurement and Space,Two-dimensional spatial structure B,Area,Determine the area of a triangle,"Record, using words, a method for finding the area of any triangle"
3,Mathematics,Measurement and Space,Three-dimensional spatial structure A,3D objects,"Compare, describe and name prisms and pyramids",Compare properties of prisms and pyramids
3,Mathematics,Measurement and Space,Three-dimensional spatial structure A,3D objects,"Compare, describe and name prisms and pyramids",Name prisms and pyramids according to the shape of their base
3,Mathematics,Measurement and Space,Three-dimensional spatial structure A,3D objects,Connect three-dimensional objects with two-dimensional representations,"Visualise and sketch three-dimensional objects from different views, including top, front and side views (Reasons about spatial orientation)"
3,Mathematics,Measurement and Space,Three-dimensional spatial structure A,3D objects,Connect three-dimensional objects with two-dimensional representations,Examine a diagram to determine whether it is or is not the net of a closed 3-dimensional object
3,Mathematics,Measurement and Space,Three-dimensional spatial structure A,3D objects,Connect three-dimensional objects with two-dimensional representations,Visualise and sketch nets for given three-dimensional objects
3,Mathematics,Measurement and Space,Three-dimensional spatial structure A,3D objects,Connect three-dimensional objects with two-dimensional representations,"Visualise and name prisms and pyramids, given representations of their nets (Reasons about spatial visualisation)"
3,Mathematics,Measurement and Space,Three-dimensional spatial structure A,Volume,Choose appropriate units of measurement for capacity,Select and use appropriate units to measure the capacities of a variety of containers
3,Mathematics,Measurement and Space,Three-dimensional spatial structure A,Volume,Use displacement to investigate volumes of irregular solids,Recognise that an object’s volume takes up space by observing the change in water level when an object is placed in a container of water
3,Mathematics,Measurement and Space,Three-dimensional spatial structure A,Volume,Use displacement to investigate volumes of irregular solids,Compare the volumes of 2 or more objects by marking the change in water level when each is submerged in a container
3,Mathematics,Measurement and Space,Three-dimensional spatial structure A,Volume,Connect decimal representations to the metric system,Recognise the equivalence of whole-number and decimal representations of measurements of capacities
3,Mathematics,Measurement and Space,Three-dimensional spatial structure A,Volume,Connect decimal representations to the metric system,Interpret decimal notation for capacities
3,Mathematics,Measurement and Space,Three-dimensional spatial structure A,Volume,Connect decimal representations to the metric system,Record measurements to 3 decimal places
3,Mathematics,Measurement and Space,Three-dimensional spatial structure B,3D objects,Construct prisms and pyramids,Create skeletal models of prisms and pyramids
3,Mathematics,Measurement and Space,Three-dimensional spatial structure B,3D objects,Construct prisms and pyramids,"Construct three-dimensional models of prisms and pyramids, given drawings of different views"
3,Mathematics,Measurement and Space,Three-dimensional spatial structure B,Volume,Use cubic metres for measurement of volume,Recognise the need for a formal unit larger than the cubic centimetre
3,Mathematics,Measurement and Space,Three-dimensional spatial structure B,Volume,Use cubic metres for measurement of volume,Construct and use the cubic metre as a unit to measure larger volumes
3,Mathematics,Measurement and Space,Three-dimensional spatial structure B,Volume,Use cubic metres for measurement of volume,Estimate and measure volumes in cubic metres
3,Mathematics,Measurement and Space,Three-dimensional spatial structure B,Volume,Recognise the multiplicative structure for finding volume,"Describe the length, width and height of a rectangular prism as the dimensions of the prism"
3,Mathematics,Measurement and Space,Three-dimensional spatial structure B,Volume,Recognise the multiplicative structure for finding volume,Describe arrangements of cubic-centimetre blocks in terms of layers
3,Mathematics,Measurement and Space,Three-dimensional spatial structure B,Volume,Recognise the multiplicative structure for finding volume,Establish the relationship between the number of cubes in one layer and the number of layers to find the volume of a rectangular prism (Reasons about spatial structure)
3,Mathematics,Measurement and Space,Three-dimensional spatial structure B,Volume,Find the volumes of rectangular prisms in cubic centimetres and cubic metres,Construct rectangular prisms using cubic-centimetre blocks and determine the volumes
3,Mathematics,Measurement and Space,Three-dimensional spatial structure B,Volume,Find the volumes of rectangular prisms in cubic centimetres and cubic metres,Explain that objects with the same volume may be different shapes (Reasons about spatial structure)
3,Mathematics,Measurement and Space,Three-dimensional spatial structure B,Volume,Find the volumes of rectangular prisms in cubic centimetres and cubic metres,"Record, using words, the method for finding the volumes of rectangular prisms"
3,Mathematics,Measurement and Space,Three-dimensional spatial structure B,Volume,Find the volumes of rectangular prisms in cubic centimetres and cubic metres,Recognise that rectangular prisms with the same volume may have different dimensions (Reasons about spatial structure)
3,Mathematics,Measurement and Space,Three-dimensional spatial structure B,Volume,Find the volumes of rectangular prisms in cubic centimetres and cubic metres,Calculate volumes of rectangular prisms in cubic centimetres (cm3) and cubic metres (m3)
3,Mathematics,Measurement and Space,Non-spatial measure A,Mass,Choose appropriate units of measurement for mass,Identify the appropriate unit and device to measure mass
3,Mathematics,Measurement and Space,Non-spatial measure A,Mass,Choose appropriate units of measurement for mass,Recognise situations where mass would be measured in thousands of kilograms or tonnes (t)
3,Mathematics,Measurement and Space,Non-spatial measure A,Mass,Connect decimal representations to the metric system,Recognise the equivalence of whole-number and decimal representations of measurements of mass
3,Mathematics,Measurement and Space,Non-spatial measure A,Mass,Connect decimal representations to the metric system,Interpret decimal notation for masses
3,Mathematics,Measurement and Space,Non-spatial measure A,Mass,Connect decimal representations to the metric system,Measure mass using scales and record using decimal notation of up to 3 decimal places
3,Mathematics,Measurement and Space,Non-spatial measure A,Time,Compare 12- and 24-hour time systems and convert between them,Recognise that 24-hour time is used to avoid confusion between am and pm
3,Mathematics,Measurement and Space,Non-spatial measure A,Time,Compare 12- and 24-hour time systems and convert between them,Read time using appropriate 24-hour time language
3,Mathematics,Measurement and Space,Non-spatial measure A,Time,Compare 12- and 24-hour time systems and convert between them,Convert between 24-hour time and 12-hour time using am or pm notation
3,Mathematics,Measurement and Space,Non-spatial measure A,Time,Compare 12- and 24-hour time systems and convert between them,"Read, interpret and use timetables from real-life situations, involving 12- and 24-hour time"
3,Mathematics,Measurement and Space,Non-spatial measure B,Mass,Convert between common metric units of mass,Convert between kilograms and grams and between kilograms and tonnes
3,Mathematics,Measurement and Space,Non-spatial measure B,Mass,Convert between common metric units of mass,Solve problems involving different units of mass
3,Mathematics,Measurement and Space,Non-spatial measure B,Time,"Solve problems involving duration, using 12- and 24-hour time",Use start and finish times to calculate the elapsed time of events
3,Mathematics,Measurement and Space,Non-spatial measure B,Time,"Solve problems involving duration, using 12- and 24-hour time",Add and subtract time mentally using bridging strategies
3,Mathematics,Measurement and Space,Non-spatial measure B,Time,"Solve problems involving duration, using 12- and 24-hour time",Round answers to time calculations to the nearest minute or hour
3,Mathematics,Measurement and Space,Non-spatial measure B,Time,"Solve problems involving duration, using 12- and 24-hour time",Represent commonly used time intervals as decimals
3,Mathematics,Measurement and Space,Non-spatial measure B,Time,"Solve problems involving duration, using 12- and 24-hour time","Solve a variety of problems involving duration, including where times are expressed in 12-hour and 24-hour notation"
3,Mathematics,Statistics and Probability,Data A,Data A,Collect categorical and discrete numerical data by observation or survey,Pose and refine questions to construct a survey to obtain categorical or discrete numerical data about a matter of interest
3,Mathematics,Statistics and Probability,Data A,Data A,Collect categorical and discrete numerical data by observation or survey,"Collect ordinal or nominal categorical data, and discrete numerical data through observation or by conducting surveys"
3,Mathematics,Statistics and Probability,Data A,Data A,Choose and use appropriate tables and graphs,Tabulate collected data with and without the use of digital technologies such as spreadsheets
3,Mathematics,Statistics and Probability,Data A,Data A,Choose and use appropriate tables and graphs,Recognise which types of data display are appropriate to represent data (Statistical reasoning)
3,Mathematics,Statistics and Probability,Data A,Data A,Choose and use appropriate tables and graphs,Determine an appropriate scale (horizontal and vertical) to represent the data
3,Mathematics,Statistics and Probability,Data A,Data A,Choose and use appropriate tables and graphs,"Construct column graphs using a many-to-one scale, with and without the use of digital technologies"
3,Mathematics,Statistics and Probability,Data A,Data A,Choose and use appropriate tables and graphs,Draw an accurate timeline using an appropriate scale
3,Mathematics,Statistics and Probability,Data A,Data A,Describe and interpret different datasets in context,Interpret line graphs using the scales on the axes
3,Mathematics,Statistics and Probability,Data A,Data A,Describe and interpret different datasets in context,"Describe and interpret data presented in tables, column graphs and line graphs"
3,Mathematics,Statistics and Probability,Data A,Data A,Describe and interpret different datasets in context,Determine the total number of data values represented in column graphs
3,Mathematics,Statistics and Probability,Data B,Data B,Interpret and compare a range of data displays,Interpret side-by-side column graphs for 2 categorical variables
3,Mathematics,Statistics and Probability,Data B,Data B,Interpret and compare a range of data displays,Interpret data on a timeline using the given scale
3,Mathematics,Statistics and Probability,Data B,Data B,Interpret and compare a range of data displays,"Interpret and compare different displays in terms of the shape of the distribution, including the range and the most frequent value (mode)"
3,Mathematics,Statistics and Probability,Data B,Data B,Interpret data presented in digital media and elsewhere,Interpret data representations found in digital media and in factual texts
3,Mathematics,Statistics and Probability,Data B,Data B,Interpret data presented in digital media and elsewhere,Identify sources of possible bias in representations of data in the media (Statistical reasoning)
3,Mathematics,Statistics and Probability,Data B,Data B,Interpret data presented in digital media and elsewhere,Identify misleading representations of data in the media
3,Mathematics,Statistics and Probability,Chance A,Chance A,List outcomes of chance experiments involving equally likely outcomes and represent probabilities,Use the term probability to describe the numerical value that represents the likelihood of an outcome of a chance experiment
3,Mathematics,Statistics and Probability,Chance A,Chance A,List outcomes of chance experiments involving equally likely outcomes and represent probabilities,Recognise that outcomes are described as equally likely when any one outcome has the same chance of occurring as any other outcome
3,Mathematics,Statistics and Probability,Chance A,Chance A,List outcomes of chance experiments involving equally likely outcomes and represent probabilities,Record all outcomes in chance experiments where each outcome is equally likely to occur
3,Mathematics,Statistics and Probability,Chance A,Chance A,List outcomes of chance experiments involving equally likely outcomes and represent probabilities,Represent probabilities of outcomes of chance experiments using fractions
3,Mathematics,Statistics and Probability,Chance A,Chance A,List outcomes of chance experiments involving equally likely outcomes and represent probabilities,Establish that the total of the probabilities of the outcomes of a chance experiment equals one
3,Mathematics,Statistics and Probability,Chance A,Chance A,List outcomes of chance experiments involving equally likely outcomes and represent probabilities,"Discuss the imprecise meaning of commonly used chance words including possible, likely and unlikely"
3,Mathematics,Statistics and Probability,Chance B,Chance B,Compare observed frequencies of outcomes with expected results,Use the term frequency to describe the number of times a particular outcome occurs in a chance experiment
3,Mathematics,Statistics and Probability,Chance B,Chance B,Compare observed frequencies of outcomes with expected results,Distinguish between the frequency of an outcome (the number of times it occurs) and the probability of an outcome in a chance experiment
3,Mathematics,Statistics and Probability,Chance B,Chance B,Compare observed frequencies of outcomes with expected results,"Compare the expected frequencies of outcomes of chance experiments with observed frequencies, including where the outcomes are not equally likely"
3,Mathematics,Statistics and Probability,Chance B,Chance B,Compare observed frequencies of outcomes with expected results,Discuss the fairness of simple games involving chance and the idea of randomness
3,Mathematics,Statistics and Probability,Chance B,Chance B,Compare observed frequencies of outcomes with expected results,"Explain why observed frequencies of outcomes in chance experiments may differ from expected frequencies, and how this relates to randomness"
3,Mathematics,Statistics and Probability,Chance B,Chance B,Create random generators and describe probabilities using fractions,Create random generators to follow specified probabilities or proportions
3,Mathematics,Statistics and Probability,Chance B,Chance B,Create random generators and describe probabilities using fractions,"Record the outcomes for chance experiments where the outcomes are not equally likely to occur and assign probabilities to the outcomes using fractions (denominators of 2, 3, 4, 5, 6, 8 and 10)"
3,Mathematics,Statistics and Probability,Chance B,Chance B,Create random generators and describe probabilities using fractions,"Use knowledge of benchmark fractions, decimals and percentages to assign probabilities to the likelihood of outcomes"
3,Mathematics,Statistics and Probability,Chance B,Chance B,Conduct chance experiments with both small and large numbers of trials,"Assign expected probabilities to outcomes in chance experiments with random generators, including digital simulators, and compare the expected probabilities with the observed probabilities after both small and large numbers of trials"
3,Mathematics,Statistics and Probability,Chance B,Chance B,Conduct chance experiments with both small and large numbers of trials,Determine and discuss the differences between the expected probabilities and the observed probabilities after both small and large numbers of trials
3,Mathematics,Statistics and Probability,Chance B,Chance B,Conduct chance experiments with both small and large numbers of trials,"Determine the likely make up of a large collection of objects, by sampling objects and returning them to the collection before the next sample (sampling with replacement)"
